Quake Number,Location,Magnitude,Time
3785,"M 5.8 - 250km NE of Scott Island Bank, Antarctica",5.8,2019-06-17 07:47:48
3786,M 4.0 - Fiji region,4,2019-06-17 07:37:20
3787,"M 4.7 - 62km NW of Bandar 'Abbas, Iran",4.7,2019-06-17 07:32:26
3788,"M 4.5 - 71km N of Hihifo, Tonga",4.5,2019-06-17 07:20:56
3789,"M 4.9 - 142km SSE of Raoul Island, New Zealand",4.9,2019-06-17 06:10:03
3790,"M 4.1 - 151km S of Little Sitkin Island, Alaska",4.1,2019-06-17 05:41:18
3791,M 4.6 - Northern East Pacific Rise,4.6,2019-06-17 05:28:58
3792,"M 5.0 - 90km N of Sikabaluan, Indonesia",5,2019-06-17 05:04:04
3793,"M 4.8 - 164km ENE of L'Esperance Rock, New Zealand",4.8,2019-06-17 04:47:29
3794,"M 4.5 - 87km S of Shikotan, Russia",4.5,2019-06-17 04:09:01
3795,"M 4.6 - 145km ENE of L'Esperance Rock, New Zealand",4.6,2019-06-17 04:01:47
3796,"M 4.9 - 118km ENE of L'Esperance Rock, New Zealand",4.9,2019-06-17 03:57:19
3797,M 4.2 - Northern East Pacific Rise,4.2,2019-06-17 02:51:05
3798,M 4.9 - Bouvet Island region,4.9,2019-06-17 02:30:39
3799,"M 4.6 - 186km S of L'Esperance Rock, New Zealand",4.6,2019-06-17 01:37:06
3800,M 5.0 - Bouvet Island region,5,2019-06-17 01:18:16
3801,"M 4.6 - 125km NE of L'Esperance Rock, New Zealand",4.6,2019-06-17 00:15:39
3802,"M 6.1 - 150km ENE of L'Esperance Rock, New Zealand",6.1,2019-06-17 00:02:04
3803,"M 5.4 - 36km ESE of Watubuku, Indonesia",5.4,2019-06-16 23:43:30
3804,"M 4.3 - 77km WNW of El Aguilar, Argentina",4.3,2019-06-16 23:18:53
3805,"M 4.8 - 96km SE of L'Esperance Rock, New Zealand",4.8,2019-06-16 22:49:43
3806,"M 5.0 - 261km WNW of Saumlaki, Indonesia",5,2019-06-16 22:01:50
3807,"M 4.9 - 114km ENE of L'Esperance Rock, New Zealand",4.9,2019-06-16 20:05:40
3808,"M 4.4 - 107km NE of L'Esperance Rock, New Zealand",4.4,2019-06-16 19:54:29
3809,M 4.4 - Fiji region,4.4,2019-06-16 18:54:11
3810,"M 4.5 - 117km E of L'Esperance Rock, New Zealand",4.5,2019-06-16 18:18:27
3811,"M 4.9 - 128km ENE of L'Esperance Rock, New Zealand",4.9,2019-06-16 18:11:01
3812,"M 5.0 - 102km ESE of L'Esperance Rock, New Zealand",5,2019-06-16 17:19:58
3813,"M 4.9 - 10km SE of Hitachi, Japan",4.9,2019-06-16 17:00:09
3814,"M 4.5 - 108km ENE of `Ohonua, Tonga",4.5,2019-06-16 16:58:05
3815,"M 4.2 - 216km W of Tual, Indonesia",4.2,2019-06-16 16:54:40
3816,"M 4.8 - 52km W of San Antonio de los Cobres, Argentina",4.8,2019-06-16 16:50:45
3817,"M 4.9 - 128km ENE of L'Esperance Rock, New Zealand",4.9,2019-06-16 16:28:21
3818,"M 4.7 - 128km ENE of L'Esperance Rock, New Zealand",4.7,2019-06-16 16:21:17
3819,"M 4.9 - 120km ENE of L'Esperance Rock, New Zealand",4.9,2019-06-16 16:20:18
3820,"M 5.0 - 126km NE of L'Esperance Rock, New Zealand",5,2019-06-16 15:56:05
3821,"M 4.6 - 104km ESE of L'Esperance Rock, New Zealand",4.6,2019-06-16 15:12:47
3822,"M 4.4 - 115km E of L'Esperance Rock, New Zealand",4.4,2019-06-16 15:11:54
3823,"M 5.6 - 107km ESE of L'Esperance Rock, New Zealand",5.6,2019-06-16 14:58:22
3824,"M 4.6 - 205km S of Lata, Solomon Islands",4.6,2019-06-16 14:56:12
3825,"M 4.6 - 80km NNW of Visokoi Island, South Georgia and the South Sandwich Islands",4.6,2019-06-16 14:15:54
3826,"M 5.0 - 23km SSW of Lailunggi, Indonesia",5,2019-06-16 14:13:56
3827,"M 4.4 - 141km NNE of Neiafu, Tonga",4.4,2019-06-16 13:45:49
3828,"M 4.8 - 120km ENE of L'Esperance Rock, New Zealand",4.8,2019-06-16 13:25:26
3829,"M 5.1 - 15km WSW of Nuevo Churumuco, Mexico",5.1,2019-06-16 11:25:23
3830,"M 4.6 - 160km ENE of L'Esperance Rock, New Zealand",4.6,2019-06-16 10:41:32
3831,"M 4.2 - 8km NE of Aratoca, Colombia",4.2,2019-06-16 10:18:35
3832,"M 4.2 - 258km E of Dili, East Timor",4.2,2019-06-16 09:42:36
3833,"M 4.5 - 45km E of Palomares, Mexico",4.5,2019-06-16 09:30:35
3834,"M 4.9 - 104km ENE of L'Esperance Rock, New Zealand",4.9,2019-06-16 09:23:38
3835,"M 4.3 - 243km ESE of Lambasa, Fiji",4.3,2019-06-16 08:59:16
3836,"M 4.6 - 16km SSW of Saidu Sharif, Pakistan",4.6,2019-06-16 06:39:10
3837,"M 4.9 - 127km NW of Hihifo, Tonga",4.9,2019-06-16 06:35:47
3838,"M 4.1 - 107km WSW of Palaiochora, Greece",4.1,2019-06-16 04:28:56
3839,"M 4.3 - 92km SW of Kokopo, Papua New Guinea",4.3,2019-06-16 03:57:00
3840,"M 4.0 - 128km S of Raoul Island, New Zealand",4,2019-06-16 02:52:18
3841,"M 4.6 - 176km W of Ile Hunter, New Caledonia",4.6,2019-06-16 01:55:22
3842,"M 4.1 - 123km ENE of L'Esperance Rock, New Zealand",4.1,2019-06-16 01:43:08
3843,"M 4.6 - 14km E of Pamandzi, Mayotte",4.6,2019-06-16 01:31:37
3844,"M 4.2 - 69km SSW of Port-Vila, Vanuatu",4.2,2019-06-16 00:41:28
3845,M 5.0 - Prince Edward Islands region,5,2019-06-16 00:30:21
3846,"M 4.1 - 115km NE of L'Esperance Rock, New Zealand",4.1,2019-06-16 00:18:29
3847,"M 4.4 - 143km S of Raoul Island, New Zealand",4.4,2019-06-16 00:10:48
3848,"M 4.5 - 74km SSW of Port-Vila, Vanuatu",4.5,2019-06-15 23:29:40
3849,"M 6.3 - 91km ENE of L'Esperance Rock, New Zealand",6.3,2019-06-15 23:17:14
3850,"M 4.3 - 169km SE of Sarangani, Philippines",4.3,2019-06-15 23:12:50
3851,"M 4.4 - 110km ENE of L'Esperance Rock, New Zealand",4.4,2019-06-15 23:10:17
3852,"M 4.3 - 135km E of L'Esperance Rock, New Zealand",4.3,2019-06-15 22:39:12
3853,"M 4.5 - 93km SW of Anatahan, Northern Mariana Islands",4.5,2019-06-15 22:36:41
3854,"M 4.6 - 145km E of Hihifo, Tonga",4.6,2019-06-15 21:33:00
3855,"M 4.7 - 123km NE of L'Esperance Rock, New Zealand",4.7,2019-06-15 21:10:31
3856,"M 5.5 - 120km NE of L'Esperance Rock, New Zealand",5.5,2019-06-15 21:02:39
3857,"M 4.4 - 22km W of Namatanai, Papua New Guinea",4.4,2019-06-15 20:06:25
3858,"M 4.5 - 144km NE of L'Esperance Rock, New Zealand",4.5,2019-06-15 19:46:49
3859,"M 5.1 - 120km NE of L'Esperance Rock, New Zealand",5.1,2019-06-15 19:29:42
3860,"M 4.5 - 138km W of Illapel, Chile",4.5,2019-06-15 18:58:43
3861,"M 4.6 - 130km NE of L'Esperance Rock, New Zealand",4.6,2019-06-15 18:53:59
3862,"M 4.5 - 106km ESE of L'Esperance Rock, New Zealand",4.5,2019-06-15 18:39:31
3863,"M 4.6 - 99km NE of L'Esperance Rock, New Zealand",4.6,2019-06-15 18:12:50
3864,"M 4.5 - 119km NE of L'Esperance Rock, New Zealand",4.5,2019-06-15 18:07:58
3865,"M 5.0 - 119km NE of L'Esperance Rock, New Zealand",5,2019-06-15 18:00:07
3866,"M 4.4 - 124km NE of L'Esperance Rock, New Zealand",4.4,2019-06-15 17:58:50
3867,"M 4.4 - 111km NE of L'Esperance Rock, New Zealand",4.4,2019-06-15 17:36:01
3868,"M 4.5 - 121km NE of L'Esperance Rock, New Zealand",4.5,2019-06-15 17:30:03
3869,"M 4.0 - 117km NE of L'Esperance Rock, New Zealand",4,2019-06-15 17:13:39
3870,"M 5.3 - 123km NE of L'Esperance Rock, New Zealand",5.3,2019-06-15 17:07:25
3871,"M 5.2 - 119km NNE of L'Esperance Rock, New Zealand",5.2,2019-06-15 17:04:06
3872,"M 7.3 - 116km NE of L'Esperance Rock, New Zealand",7.3,2019-06-15 16:55:04
3873,"M 4.3 - 67km N of Isangel, Vanuatu",4.3,2019-06-15 16:22:02
3874,"M 6.1 - 82km ENE of `Ohonua, Tonga",6.1,2019-06-15 15:56:10
3875,"M 4.6 - 210km S of `Ohonua, Tonga",4.6,2019-06-15 15:21:33
3876,"M 4.2 - 99km E of Sarangani, Philippines",4.2,2019-06-15 14:43:16
3877,M 4.8 - South of the Fiji Islands,4.8,2019-06-15 12:33:15
3878,"M 4.5 - 188km SSE of L'Esperance Rock, New Zealand",4.5,2019-06-15 12:23:22
3879,"M 4.5 - 41km SSE of Tinogasta, Argentina",4.5,2019-06-15 10:58:03
3880,"M 4.3 - 80km SW of Atocha, Bolivia",4.3,2019-06-15 10:22:53
3881,"M 4.1 - 141km E of Taron, Papua New Guinea",4.1,2019-06-15 06:39:27
3882,"M 4.2 - 150km NNE of Raoul Island, New Zealand",4.2,2019-06-15 06:14:03
3883,"M 4.4 - 70km W of Coquimbo, Chile",4.4,2019-06-15 04:37:14
3884,"M 4.7 - 210km NW of Sola, Vanuatu",4.7,2019-06-15 03:12:19
3885,"M 4.5 - 44km E of Kushiro, Japan",4.5,2019-06-15 02:20:23
3886,"M 4.3 - 20km N of `Alaqahdari-ye Kiran wa Munjan, Afghanistan",4.3,2019-06-15 01:52:29
3887,"M 4.3 - 25km SSW of Ravar, Iran",4.3,2019-06-15 01:08:28
3888,"M 4.4 - 85km N of Barranca, Peru",4.4,2019-06-15 01:07:52
3889,"M 4.5 - 69km SSW of Kobuk, Alaska",4.5,2019-06-15 00:31:35
3890,"M 4.0 - 94km WNW of Pathein, Burma",4,2019-06-15 00:23:19
3891,"M 4.8 - 79km ESE of Kamaishi, Japan",4.8,2019-06-14 22:47:46
3892,"M 4.8 - 35km E of Pamandzi, Mayotte",4.8,2019-06-14 21:45:05
3893,"M 4.4 - 257km NNE of Newman, Australia",4.4,2019-06-14 20:59:40
3894,"M 4.7 - 158km SE of Sigave, Wallis and Futuna",4.7,2019-06-14 19:04:27
3895,"M 4.1 - 106km E of Iquique, Chile",4.1,2019-06-14 18:46:06
3896,"M 4.0 - 61km W of Tobelo, Indonesia",4,2019-06-14 16:49:08
3897,"M 4.2 - 213km WNW of Saumlaki, Indonesia",4.2,2019-06-14 16:43:05
3898,"M 4.9 - 113km N of Visokoi Island, South Georgia and the South Sandwich Islands",4.9,2019-06-14 16:15:20
3899,"M 4.0 - 116km NW of Chah Bahar, Iran",4,2019-06-14 16:09:29
3900,"M 4.8 - 105km S of Raoul Island, New Zealand",4.8,2019-06-14 15:04:06
3901,"M 4.4 - 43km ENE of Takanabe, Japan",4.4,2019-06-14 14:54:47
3902,M 5.2 - Northern Mid-Atlantic Ridge,5.2,2019-06-14 14:44:54
3903,"M 5.7 - 225km W of Tual, Indonesia",5.7,2019-06-14 14:10:52
3904,"M 4.1 - 26km ENE of Kainantu, Papua New Guinea",4.1,2019-06-14 13:46:20
3905,"M 4.4 - 39km WNW of Kirakira, Solomon Islands",4.4,2019-06-14 13:23:43
3906,"M 4.6 - 26km W of Port-Olry, Vanuatu",4.6,2019-06-14 13:07:02
3907,"M 4.4 - 118km WSW of Kuripan, Indonesia",4.4,2019-06-14 13:05:53
3908,"M 4.9 - 13km WSW of Port-Olry, Vanuatu",4.9,2019-06-14 12:59:20
3909,"M 4.7 - 85km WSW of Puerto Madero, Mexico",4.7,2019-06-14 12:36:25
3910,"M 4.4 - 92km WSW of Puerto Madero, Mexico",4.4,2019-06-14 12:27:50
3911,"M 5.0 - 74km WSW of Puerto Madero, Mexico",5,2019-06-14 12:12:59
3912,"M 4.7 - 103km SW of Puerto Madero, Mexico",4.7,2019-06-14 12:08:18
3913,"M 4.0 - 102km WSW of Puerto Madero, Mexico",4,2019-06-14 12:07:51
3914,"M 4.1 - 28km SSE of Jarm, Afghanistan",4.1,2019-06-14 11:47:29
3915,"M 4.2 - 94km WSW of Puerto Madero, Mexico",4.2,2019-06-14 10:58:53
3916,"M 4.6 - 87km WSW of Puerto Madero, Mexico",4.6,2019-06-14 10:34:45
3917,"M 5.1 - 89km WSW of Puerto Madero, Mexico",5.1,2019-06-14 10:26:26
3918,"M 4.2 - 17km SW of Chaganuzun, Russia",4.2,2019-06-14 09:16:48
3919,"M 4.2 - 87km SSE of Obihiro, Japan",4.2,2019-06-14 06:33:57
3920,"M 4.5 - 76km W of Masachapa, Nicaragua",4.5,2019-06-14 05:37:52
3921,"M 4.3 - 34km ENE of Calama, Chile",4.3,2019-06-14 05:24:25
3922,"M 4.8 - 83km NNW of Isangel, Vanuatu",4.8,2019-06-14 05:20:03
3923,"M 4.2 - 277km ENE of Kuril'sk, Russia",4.2,2019-06-14 05:05:24
3924,"M 4.4 - 102km NNW of Agrihan, Northern Mariana Islands",4.4,2019-06-14 04:36:11
3925,M 4.1 - Fiji region,4.1,2019-06-14 04:34:16
3926,"M 4.4 - 133km SSE of Taron, Papua New Guinea",4.4,2019-06-14 03:35:11
3927,"M 4.2 - 96km NNE of Lae, Papua New Guinea",4.2,2019-06-14 03:21:59
3928,M 4.9 - Fiji region,4.9,2019-06-14 01:54:22
3929,M 4.4 - Carlsberg Ridge,4.4,2019-06-14 01:51:48
3930,"M 5.2 - 48km E of Yigo Village, Guam",5.2,2019-06-14 01:50:56
3931,"M 4.2 - 28km SSE of Jarm, Afghanistan",4.2,2019-06-14 01:36:43
3932,"M 4.3 - 72km NNW of Finschhafen, Papua New Guinea",4.3,2019-06-14 01:13:43
3933,"M 4.4 - 93km WSW of Puerto Madero, Mexico",4.4,2019-06-14 01:06:24
3934,"M 5.1 - 177km SSW of Kahale, Indonesia",5.1,2019-06-14 00:54:56
3935,M 4.6 - Mid-Indian Ridge,4.6,2019-06-13 23:55:48
3936,"M 4.8 - 215km NW of Tual, Indonesia",4.8,2019-06-13 22:56:28
3937,"M 5.2 - 87km NW of Isangel, Vanuatu",5.2,2019-06-13 22:28:28
3938,"M 4.4 - 72km W of Coquimbo, Chile",4.4,2019-06-13 22:21:23
3939,"M 4.1 - 23km SW of Los Andes, Chile",4.1,2019-06-13 22:14:36
3940,M 4.9 - Carlsberg Ridge,4.9,2019-06-13 21:59:35
3941,"M 5.4 - 96km E of `Ohonua, Tonga",5.4,2019-06-13 21:53:15
3942,M 4.1 - Carlsberg Ridge,4.1,2019-06-13 20:51:57
3943,"M 4.2 - 54km WSW of Corinto, Nicaragua",4.2,2019-06-13 20:33:49
3944,"M 4.5 - 27km ESE of Pamandzi, Mayotte",4.5,2019-06-13 20:05:13
3945,"M 4.4 - 63km SSE of Ndoi Island, Fiji",4.4,2019-06-13 19:52:39
3946,"M 4.5 - 78km WSW of Coquimbo, Chile",4.5,2019-06-13 19:38:26
3947,M 4.3 - Carlsberg Ridge,4.3,2019-06-13 19:35:04
3948,"M 4.8 - 101km SSE of Taron, Papua New Guinea",4.8,2019-06-13 19:12:10
3949,M 4.6 - Carlsberg Ridge,4.6,2019-06-13 19:07:01
3950,"M 4.8 - 95km W of Coquimbo, Chile",4.8,2019-06-13 18:24:13
3951,M 4.6 - Fiji region,4.6,2019-06-13 18:23:10
3952,"M 6.4 - 72km W of Coquimbo, Chile",6.4,2019-06-13 18:19:12
3953,"M 5.3 - 32km ESE of L'Esperance Rock, New Zealand",5.3,2019-06-13 17:10:24
3954,"M 4.3 - 288km NNE of Ndoi Island, Fiji",4.3,2019-06-13 16:52:11
3955,"M 5.0 - 24km NW of Ovalle, Chile",5,2019-06-13 16:50:11
3956,"M 4.0 - 12km WNW of Ashkasham, Afghanistan",4,2019-06-13 15:53:39
3957,"M 4.5 - 114km NE of Hihifo, Tonga",4.5,2019-06-13 15:38:19
3958,"M 4.5 - 33km NNW of Albardon, Argentina",4.5,2019-06-13 15:13:30
3959,"M 4.4 - 72km ESE of San Felipe, Mexico",4.4,2019-06-13 14:52:42
3960,"M 4.2 - 276km ESE of Lambasa, Fiji",4.2,2019-06-13 12:45:56
3961,"M 4.4 - 78km WNW of Kirakira, Solomon Islands",4.4,2019-06-13 12:27:32
3962,M 4.4 - East of the North Island of New Zealand,4.4,2019-06-13 10:28:31
3963,"M 4.3 - 39km WSW of Vallenar, Chile",4.3,2019-06-13 10:12:32
3964,"M 4.2 - 93km W of Luganville, Vanuatu",4.2,2019-06-13 10:05:06
3965,"M 4.4 - 62km E of Caraga, Philippines",4.4,2019-06-13 09:08:14
3966,M 5.0 - Carlsberg Ridge,5,2019-06-13 07:47:59
3967,"M 4.7 - 206km SSW of Biha, Indonesia",4.7,2019-06-13 06:43:14
3968,"M 4.8 - 14km SSE of Port-Vila, Vanuatu",4.8,2019-06-13 06:12:30
3969,"M 5.0 - 296km SW of Merizo Village, Guam",5,2019-06-13 04:34:31
3970,"M 5.2 - 120km E of `Ohonua, Tonga",5.2,2019-06-13 01:33:58
3971,"M 4.1 - 106km NW of Turkmenbasy, Turkmenistan",4.1,2019-06-13 00:32:07
3972,"M 4.1 - 83km NE of Ndoi Island, Fiji",4.1,2019-06-13 00:21:09
3973,M 4.7 - Mid-Indian Ridge,4.7,2019-06-13 00:14:24
3974,"M 4.1 - 90km SSE of Pondaguitan, Philippines",4.1,2019-06-12 23:15:36
3975,M 4.5 - Southwest Indian Ridge,4.5,2019-06-12 22:21:05
3976,"M 4.7 - 7km E of Fraijanes, Guatemala",4.7,2019-06-12 21:31:12
3977,M 5.7 - Southern Mid-Atlantic Ridge,5.7,2019-06-12 21:00:31
3978,"M 4.4 - 107km NNE of Hihifo, Tonga",4.4,2019-06-12 20:48:15
3979,"M 4.8 - 202km SE of Shizunai, Japan",4.8,2019-06-12 18:56:13
3980,"M 4.4 - 142km N of Tobelo, Indonesia",4.4,2019-06-12 18:40:23
3981,M 4.3 - Western Indian-Antarctic Ridge,4.3,2019-06-12 18:38:12
3982,"M 4.6 - 94km W of Kota Ternate, Indonesia",4.6,2019-06-12 18:07:29
3983,"M 4.1 - 15km NNW of Javanrud, Iran",4.1,2019-06-12 17:21:55
3984,"M 4.0 - 6km WSW of Atalanti, Greece",4,2019-06-12 15:54:30
3985,"M 4.7 - 101km NNW of Hihifo, Tonga",4.7,2019-06-12 15:41:55
3986,"M 4.3 - 59km N of Colchani, Bolivia",4.3,2019-06-12 15:38:08
3987,"M 4.7 - 90km NW of Hihifo, Tonga",4.7,2019-06-12 15:23:46
3988,"M 4.7 - 105km NNW of Isangel, Vanuatu",4.7,2019-06-12 11:40:06
3989,"M 4.3 - 70km N of L'Esperance Rock, New Zealand",4.3,2019-06-12 10:48:07
3990,"M 4.6 - 81km NNW of Kefamenanu, Indonesia",4.6,2019-06-12 10:44:38
3991,M 4.3 - South of the Fiji Islands,4.3,2019-06-12 07:27:09
3992,"M 4.2 - 31km ESE of Ishinomaki, Japan",4.2,2019-06-12 04:35:08
3993,M 4.4 - Central East Pacific Rise,4.4,2019-06-12 03:13:20
3994,"M 4.2 - 214km NE of Opotiki, New Zealand",4.2,2019-06-12 02:54:07
3995,"M 4.3 - 76km WNW of Lebu, Chile",4.3,2019-06-12 01:36:17
3996,"M 4.2 - 10km WSW of Labuhankananga, Indonesia",4.2,2019-06-12 00:46:57
3997,"M 4.4 - 77km WSW of Buldir Island, Alaska",4.4,2019-06-11 22:40:48
3998,"M 4.3 - 75km WSW of Buldir Island, Alaska",4.3,2019-06-11 22:39:49
3999,"M 4.3 - 29km WNW of Abra Pampa, Argentina",4.3,2019-06-11 21:22:08
4000,"M 5.2 - 15km W of Batgram, Pakistan",5.2,2019-06-11 21:10:24
4001,"M 4.3 - 44km ESE of Mangili, Philippines",4.3,2019-06-11 20:55:39
4002,"M 4.1 - 281km SE of Lambasa, Fiji",4.1,2019-06-11 20:49:52
4003,"M 4.2 - 118km WNW of Luwuk, Indonesia",4.2,2019-06-11 19:30:34
4004,"M 4.7 - 139km SE of Severo-Kuril'sk, Russia",4.7,2019-06-11 18:54:49
4005,"M 4.2 - 40km E of Masjed Soleyman, Iran",4.2,2019-06-11 18:45:56
4006,M 5.2 - Pacific-Antarctic Ridge,5.2,2019-06-11 17:23:41
4007,"M 4.5 - 2km SSE of Miaga, Philippines",4.5,2019-06-11 17:02:15
4008,"M 4.0 - 140km SW of Leksula, Indonesia",4,2019-06-11 15:55:36
4009,"M 4.4 - 29km ENE of Puyo, Ecuador",4.4,2019-06-11 15:25:41
4010,"M 4.6 - 12km NE of Miaga, Philippines",4.6,2019-06-11 15:03:25
4011,"M 4.5 - 20km SE of Tinogasta, Argentina",4.5,2019-06-11 13:49:52
4012,"M 4.6 - Kepulauan Barat Daya, Indonesia",4.6,2019-06-11 13:20:24
4013,"M 4.6 - 70km NNE of Savannah Bight, Honduras",4.6,2019-06-11 12:49:45
4014,"M 4.2 - 194km SE of Lambasa, Fiji",4.2,2019-06-11 12:39:04
4015,"M 4.4 - 138km ESE of Tadine, New Caledonia",4.4,2019-06-11 12:27:41
4016,"M 4.6 - 25km ENE of General Luna, Philippines",4.6,2019-06-11 11:42:26
4017,"M 4.2 - Kepulauan Barat Daya, Indonesia",4.2,2019-06-11 11:39:07
4018,"M 4.1 - 60km NNE of Calama, Chile",4.1,2019-06-11 09:26:55
4019,"M 4.5 - 23km W of Hoit Taria, China",4.5,2019-06-11 07:56:09
4020,"M 4.3 - Kepulauan Barat Daya, Indonesia",4.3,2019-06-11 07:52:51
4021,"M 4.6 - 46km S of Sola, Vanuatu",4.6,2019-06-11 07:12:42
4022,"M 4.6 - 103km NE of San Policarpo, Philippines",4.6,2019-06-11 06:26:07
4023,"M 4.6 - 252km ENE of Neiafu, Tonga",4.6,2019-06-11 04:37:31
4024,"M 4.1 - 7km NW of The Geysers, CA",4.07,2019-06-11 01:46:25
4025,"M 4.1 - 54km ESE of Goldfield, Nevada",4.1,2019-06-11 01:24:20
4026,"M 5.2 - 115km E of `Ohonua, Tonga",5.2,2019-06-11 01:00:01
4027,"M 4.7 - 64km NW of Raoul Island, New Zealand",4.7,2019-06-10 23:55:21
4028,"M 4.7 - 120km SW of Tarakan, Indonesia",4.7,2019-06-10 23:45:55
4029,"M 4.2 - 64km NNE of Ust'-Kamchatsk Staryy, Russia",4.2,2019-06-10 23:13:19
4030,"M 4.3 - 46km SSW of Arica, Chile",4.3,2019-06-10 23:00:53
4031,M 4.5 - South of the Fiji Islands,4.5,2019-06-10 22:28:45
4032,"M 4.5 - 90km SW of Raoul Island, New Zealand",4.5,2019-06-10 20:45:41
4033,"M 4.3 - 8km NNW of Sakura, Japan",4.3,2019-06-10 19:59:08
4034,"M 4.6 - 29km ENE of Ishinomaki, Japan",4.6,2019-06-10 19:21:18
4035,"M 4.6 - 209km NW of Visokoi Island, South Georgia and the South Sandwich Islands",4.6,2019-06-10 19:03:46
4036,"M 4.8 - 168km ENE of Georgetown, Saint Helena",4.8,2019-06-10 18:26:20
4037,"M 4.2 - 4km NNE of Naic, Philippines",4.2,2019-06-10 17:03:46
4038,"M 4.7 - 50km SSW of Tinabogan, Indonesia",4.7,2019-06-10 17:02:17
4039,"M 4.2 - 190km ENE of Olonkinbyen, Svalbard and Jan Mayen",4.2,2019-06-10 17:00:38
4040,"M 4.2 - 84km SSW of Corinto, Nicaragua",4.2,2019-06-10 16:55:56
4041,"M 5.0 - 110km WNW of Lambasa, Fiji",5,2019-06-10 14:25:21
4042,"M 4.2 - 5km NW of Muko, Japan",4.2,2019-06-10 13:30:07
4043,"M 4.8 - 227km ENE of Neiafu, Tonga",4.8,2019-06-10 13:17:54
4044,"M 4.5 - 83km NE of Bristol Island, South Sandwich Islands",4.5,2019-06-10 13:03:30
4045,"M 4.3 - 28km ESE of Nishinoomote, Japan",4.3,2019-06-10 11:49:22
4046,"M 4.9 - 29km SSW of Shikotan, Russia",4.9,2019-06-10 11:18:59
4047,"M 5.4 - 224km ESE of Pagan, Northern Mariana Islands",5.4,2019-06-10 11:14:53
4048,"M 5.5 - 141km SW of Tual, Indonesia",5.5,2019-06-10 10:59:18
4049,"M 4.3 - 3km NNW of Al Metlaoui, Tunisia",4.3,2019-06-10 10:04:41
4050,"M 5.0 - 229km ESE of Pagan, Northern Mariana Islands",5,2019-06-10 09:59:58
4051,"M 4.2 - 56km ENE of Agrihan, Northern Mariana Islands",4.2,2019-06-10 09:14:25
4052,"M 4.0 - 2km N of Eastlake, Ohio",4,2019-06-10 08:50:45
4053,"M 5.0 - 57km ENE of Lakatoro, Vanuatu",5,2019-06-10 08:43:08
4054,"M 4.3 - 117km NW of Sola, Vanuatu",4.3,2019-06-10 08:09:12
4055,"M 4.9 - 88km ENE of Bristol Island, South Sandwich Islands",4.9,2019-06-10 07:44:27
4056,M 4.4 - South of the Fiji Islands,4.4,2019-06-10 07:38:39
4057,"M 4.1 - 99km NNW of Chirikof Island, Alaska",4.1,2019-06-10 07:36:44
4058,"M 4.1 - 39km S of Bordj Ghdir, Algeria",4.1,2019-06-10 07:26:19
4059,"M 4.5 - 48km ESE of Ofunato, Japan",4.5,2019-06-10 07:12:34
4060,"M 4.3 - 9km ENE of Makurazaki, Japan",4.3,2019-06-10 07:00:55
4061,"M 4.2 - 257km SE of Pondaguitan, Philippines",4.2,2019-06-10 06:30:27
4062,"M 4.4 - 21km ESE of Pamandzi, Mayotte",4.4,2019-06-10 05:03:35
4063,"M 4.1 - 77km E of Nikolski, Alaska",4.1,2019-06-10 04:42:15
4064,"M 4.3 - 174km E of Tadine, New Caledonia",4.3,2019-06-10 04:01:42
4065,M 4.8 - Northern Mid-Atlantic Ridge,4.8,2019-06-10 03:44:36
4066,M 4.9 - Northern Mid-Atlantic Ridge,4.9,2019-06-10 03:38:05
4067,"M 4.1 - 13km NE of Ndoi Island, Fiji",4.1,2019-06-10 03:35:27
4068,M 4.9 - Southern Mid-Atlantic Ridge,4.9,2019-06-10 03:20:33
4069,"M 5.1 - 25km S of Puerto El Triunfo, El Salvador",5.1,2019-06-10 03:12:18
4070,"M 4.8 - 216km ESE of Nikol'skoye, Russia",4.8,2019-06-10 03:00:32
4071,M 4.5 - Carlsberg Ridge,4.5,2019-06-10 01:49:34
4072,"M 4.5 - 56km NNE of Kalemie, Democratic Republic of the Congo",4.5,2019-06-10 00:59:37
4073,"M 4.3 - 91km NNE of Punta Cana, Dominican Republic",4.3,2019-06-10 00:48:59
4074,"M 4.6 - 166km SSW of Merizo Village, Guam",4.6,2019-06-10 00:34:52
4075,"M 4.8 - 33km ENE of Calama, Chile",4.8,2019-06-09 23:27:22
4076,"M 4.3 - 36km WSW of Salamanca, Chile",4.3,2019-06-09 21:17:01
4077,"M 4.3 - 15km NE of Agrihan, Northern Mariana Islands",4.3,2019-06-09 19:54:58
4078,"M 4.1 - 219km WNW of Saumlaki, Indonesia",4.1,2019-06-09 19:32:13
4079,"M 4.6 - 103km NE of Hihifo, Tonga",4.6,2019-06-09 18:51:58
4080,M 4.2 - Kuril Islands,4.2,2019-06-09 18:41:08
4081,"M 4.1 - 15km ENE of Madang, Papua New Guinea",4.1,2019-06-09 17:57:05
4082,"M 4.3 - 112km SSW of Uyuni, Bolivia",4.3,2019-06-09 16:39:25
4083,"M 4.2 - 97km W of Copiapo, Chile",4.2,2019-06-09 16:00:51
4084,"M 4.7 - 12km S of Piedecuesta, Colombia",4.7,2019-06-09 13:43:17
4085,"M 4.3 - 29km SE of Shimo-furano, Japan",4.3,2019-06-09 11:27:13
4086,M 4.6 - Carlsberg Ridge,4.6,2019-06-09 11:25:15
